date,Bitcoin_views,Ethereum_views,Litecoin_views,Dogecoin_views,Binance_views,Coinbase_views,BTC_Close,BTC_Volume
2019-01-24,9591,1448,429,552,478,489,3600.865479,5262869046.0
2019-01-25,8612,1280,405,623,468,431,3599.765869,5265847539.0
2019-01-26,8095,1000,357,638,319,374,3602.460449,5098183235.0
2019-01-27,8167,1161,334,615,349,377,3583.96582,5570752966.0
2019-01-28,8591,1357,384,737,470,479,3470.450439,6908930483.0
2019-01-29,8870,1435,373,702,377,459,3448.116943,5897159493.0
2019-01-30,9138,1524,401,660,387,437,3486.181641,5955112627.0
2019-01-31,8877,1428,427,694,551,525,3457.792725,5831198271.0
2019-02-01,9183,1315,467,759,475,472,3487.945313,5422926707.0
2019-02-02,8044,1095,349,547,330,424,3521.060791,5071623601.0
2019-02-03,7533,1088,355,518,357,406,3464.013428,5043937584.0
2019-02-04,9227,1673,410,693,472,518,3459.154053,5332718886.0
2019-02-05,14043,1697,445,716,560,577,3466.357422,5227549545.0
2019-02-06,11497,1533,500,573,514,526,3413.767822,5482196038.0
2019-02-07,10628,1465,403,542,530,498,3399.47168,5004962683.0
2019-02-08,9212,1473,553,584,425,486,3666.780273,7735623101.0
2019-02-09,8208,1040,525,496,372,388,3671.203613,6158833645.0
2019-02-10,7960,1109,452,481,420,376,3690.188232,6282256903.0
2019-02-11,9192,1484,499,612,482,535,3648.430664,6277056434.0
2019-02-12,9366,1571,584,698,490,537,3653.528564,6480384532.0
2019-02-13,9619,1488,452,712,459,539,3632.070557,6438903823.0
2019-02-14,8574,1502,450,746,497,458,3616.880859,6271044418.0
2019-02-15,8567,1468,445,731,478,570,3620.810791,6091952231.0
2019-02-16,8364,1156,387,592,338,421,3629.787598,5934744052.0
2019-02-17,10731,1342,443,663,360,411,3673.836182,7039512503.0
2019-02-18,9619,1780,598,728,504,577,3915.714355,9908216640.0
2019-02-19,10199,1774,537,843,572,730,3947.094482,9933626655.0
2019-02-20,10410,1817,627,856,641,712,3999.820557,8693373948.0
2019-02-21,10148,1726,530,751,883,679,3954.118164,7775128102.0
2019-02-22,9719,1457,472,739,611,614,4005.526611,7826525254.0
2019-02-23,8850,1217,385,619,402,435,4142.526855,8922258316.0
2019-02-24,9956,1670,836,863,461,521,3810.42749,10794227451.0
2019-02-25,10287,2062,910,1053,578,830,3882.696289,9318796067.0
2019-02-26,10243,1605,429,657,500,869,3854.35791,7931218996.0
2019-02-27,9925,1521,484,629,455,728,3851.047363,8301309684.0
2019-02-28,15021,1880,601,640,503,660,3854.7854,8399767798.0
2019-03-01,10709,1609,541,692,524,655,3859.58374,7661247975.0
2019-03-02,8918,1253,404,667,404,494,3864.415039,7578786076.0
2019-03-03,8919,1248,405,584,453,462,3847.175781,7253558152.0
2019-03-04,9968,1543,450,586,483,604,3761.557129,9029175788.0
2019-03-05,10197,1591,452,583,712,643,3896.375,10174126415.0
2019-03-06,10467,1561,509,587,613,655,3903.942627,9175291529.0
2019-03-07,9796,1414,541,582,705,591,3911.484375,9584165519.0
2019-03-08,8394,1561,462,549,577,562,3901.131592,10638638944.0
2019-03-09,7519,1015,418,453,409,479,3963.313721,10796103518.0
2019-03-10,7915,1328,478,483,416,418,3951.599854,9713267607.0
2019-03-11,8774,1589,433,540,630,635,3905.227295,10125901903.0
2019-03-12,12521,1669,670,956,645,612,3909.15625,9809887079.0
2019-03-13,8739,1717,415,583,492,600,3906.717285,9469184841.0
2019-03-14,8334,1333,424,588,571,626,3924.369141,10480789570.0
2019-03-15,7756,1335,346,538,552,536,3960.911133,9394210605.0
2019-03-16,6987,1074,351,469,400,499,4048.72583,9856166973.0
2019-03-17,7255,1054,317,447,421,456,4025.229004,8221625400.0
2019-03-18,8668,1434,474,494,543,579,4032.507324,9646954186.0
2019-03-19,8453,1298,428,541,579,692,4071.190186,9344919956.0
2019-03-20,8187,1268,371,705,462,565,4087.476318,10175916388.0
2019-03-21,7746,1346,335,659,438,516,4029.326904,10831212662.0
2019-03-22,7275,1268,363,611,494,514,4023.968262,9252935969.0
2019-03-23,6576,934,369,506,418,420,4035.826416,9578850549.0
2019-03-24,6248,1006,311,427,445,426,4022.168213,9144851065.0
2019-03-25,6904,1363,409,648,514,544,3963.070557,10359818883.0
2019-03-26,7696,1330,398,579,531,531,3985.080811,10707678815.0
2019-03-27,7770,1364,387,524,490,629,4087.066162,10897131934.0
2019-03-28,7251,1242,376,556,509,618,4069.107178,9353915899.0
2019-03-29,6807,1209,336,466,456,552,4098.374512,10918665557.0
2019-03-30,6002,1005,302,446,352,428,4106.660156,9732688060.0
2019-03-31,6406,1282,307,411,418,440,4105.404297,9045122443.0
2019-04-01,7923,1310,386,625,544,651,4158.183105,10157794171.0
2019-04-02,12906,1570,521,1846,760,851,4879.87793,21315047816.0
2019-04-03,14671,1689,712,2797,807,928,4973.021973,22899891582.0
2019-04-04,10242,1559,563,1839,710,826,4922.798828,18251810240.0
2019-04-05,8525,1504,498,1131,615,553,5036.681152,16837325387.0
2019-04-06,7347,1332,433,810,520,447,5059.817383,16929795194.0
2019-04-07,7621,1429,455,732,557,499,5198.896973,16655416140.0
2019-04-08,9046,1741,494,962,631,653,5289.770996,17154113634.0
2019-04-09,9519,1584,487,939,613,633,5204.958496,14722104361.0
2019-04-10,10037,1829,451,836,623,670,5324.551758,15504590933.0
2019-04-11,8324,1540,385,726,586,731,5064.487793,16555616019.0
2019-04-12,7741,1492,428,751,541,605,5089.539063,13675206312.0
2019-04-13,6672,1185,350,514,441,428,5096.586426,10823289598.0
2019-04-14,6367,1339,334,574,527,469,5167.722168,10391952498.0
2019-04-15,8123,1476,426,673,765,645,5067.108398,12290155061.0
2019-04-16,7416,1475,400,587,687,556,5235.55957,11618660197.0
2019-04-17,7646,1524,398,637,542,587,5251.937988,12438480677.0
2019-04-18,7431,1487,382,553,614,655,5298.385742,13256489918.0
2019-04-19,7209,1377,413,545,650,546,5303.8125,13780238655.0
2019-04-20,7255,1140,355,516,660,478,5337.88623,13169647522.0
2019-04-21,7837,1132,317,472,535,415,5314.53125,13731844223.0
2019-04-22,7701,1333,406,598,546,644,5399.365234,14601631648.0
2019-04-23,7817,1570,395,600,632,648,5572.362305,15867308108.0
2019-04-24,8272,1489,367,553,610,635,5464.866699,17048033399.0
2019-04-25,7258,1521,345,597,596,612,5210.515625,15330283408.0
2019-04-26,7138,1359,337,521,487,591,5279.348145,16812108040.0
2019-04-27,6549,1071,333,468,409,445,5268.291016,13111274675.0
2019-04-28,6502,1188,331,461,400,424,5285.13916,12819992056.0
2019-04-29,8234,1673,395,545,492,507,5247.352539,13735490672.0
2019-04-30,8157,2686,404,676,518,607,5350.726563,13878964574.0
2019-05-01,7408,2238,376,735,430,606,5402.697266,13679528236.0
2019-05-02,7391,1461,407,675,522,614,5505.283691,14644460907.0
2019-05-03,8298,1617,342,626,412,614,5768.289551,18720780006.0
2019-05-04,7013,1430,327,565,361,566,5831.16748,17567780766.0
2019-05-05,6633,1267,316,751,373,527,5795.708496,14808830723.0
2019-05-06,7396,1467,386,624,464,575,5746.807129,15737171804.0
2019-05-07,7638,1618,400,547,532,600,5829.501465,18026409033.0
2019-05-08,8422,1641,401,591,2816,639,5982.45752,15320605300.0
2019-05-09,9131,1745,367,571,1338,615,6174.528809,16784645411.0
2019-05-10,7655,2202,343,601,788,626,6378.849121,19419875368.0
2019-05-11,7513,1538,415,614,668,641,7204.771484,28867562329.0
2019-05-12,7325,1425,414,583,643,640,6972.371582,27773333680.0
2019-05-13,8766,1824,464,719,1001,798,7814.915039,28677672181.0
2019-05-14,10756,2220,478,881,1111,962,7994.416016,32031452227.0
2019-05-15,9584,2271,570,901,1258,1092,8205.167969,28344112920.0
2019-05-16,9545,2197,547,849,906,860,7884.90918,33167197581.0
2019-05-17,9703,1680,442,855,692,696,7343.895508,30066644905.0
2019-05-18,11387,2545,665,733,622,1030,7271.208008,21354286562.0
2019-05-19,14720,3239,798,1157,735,1196,8197.689453,25902422040.0
2019-05-20,15078,2624,750,787,790,1258,7978.309082,23843404340.0
2019-05-21,11479,2396,601,883,834,1084,7963.327637,25127245056.0
2019-05-22,12220,2525,735,739,843,1096,7680.066406,24719473175.0
2019-05-23,11565,2362,630,891,728,1089,7881.84668,24457107820.0
2019-05-24,10444,2322,785,847,726,1088,7987.371582,25919126991.0
2019-05-25,9914,2233,771,728,671,951,8052.543945,22256813107.0
2019-05-26,11079,2323,823,982,712,1111,8673.21582,26677970091.0
2019-05-27,12977,2519,980,1306,905,1270,8805.77832,27949839564.0
2019-05-28,13378,2816,1031,1439,830,1386,8719.961914,24226919267.0
2019-05-29,13223,2802,925,1426,873,1337,8659.487305,23473479966.0
2019-05-30,12769,2946,975,1783,859,1486,8319.472656,29246528551.0
2019-05-31,11243,2460,844,1204,681,1217,8574.501953,25365190957.0
2019-06-01,9355,2045,692,904,584,896,8564.016602,22488303544.0
2019-06-02,6497,1255,490,733,584,599,8742.958008,20266216022.0
2019-06-03,7731,1594,459,690,647,868,8208.995117,22004511436.0
2019-06-04,7753,1751,497,749,707,752,7707.770996,24609731549.0
2019-06-05,7024,1402,448,659,736,586,7824.231445,21760923463.0
2019-06-06,7074,1345,514,653,620,600,7822.023438,19474611077.0
2019-06-07,7654,1361,697,991,677,579,8043.951172,19141423231.0
2019-06-08,6597,1072,585,742,544,436,7954.12793,16522722810.0
2019-06-09,6339,1042,461,579,461,448,7688.077148,16610726547.0
2019-06-10,7433,1398,696,652,567,584,8000.32959,18689275117.0
2019-06-11,8418,1493,1036,820,653,602,7927.714355,17107279932.0
2019-06-12,7859,1392,945,681,621,743,8145.857422,19034432883.0
2019-06-13,8052,1483,668,643,673,634,8230.923828,18669407147.0
2019-06-14,9265,1404,653,621,1072,607,8693.833008,19831162906.0
2019-06-15,6859,1347,622,695,695,518,8838.375,18371033226.0
2019-06-16,8291,1278,650,609,702,594,8994.488281,23348550311.0
2019-06-17,9322,1473,628,720,891,756,9320.352539,15562951919.0
2019-06-18,11494,1745,703,792,755,902,9081.762695,15848210536.0
2019-06-19,10513,1877,694,799,737,879,9273.521484,15546809946.0
2019-06-20,9918,1678,599,807,644,841,9527.160156,17846823784.0
2019-06-21,9006,1701,555,804,728,751,10144.556641,20624008643.0
2019-06-22,10538,1465,643,874,792,862,10701.691406,29995204861.0
2019-06-23,10583,1710,680,879,646,766,10855.371094,20998326502.0
2019-06-24,11124,1707,695,886,764,932,11011.102539,19271652365.0
2019-06-25,11163,1952,672,875,905,1035,11790.916992,24879684533.0
2019-06-26,16315,2082,838,1156,1266,1504,13016.231445,45105733173.0
2019-06-27,18084,1794,678,1030,1124,1270,11182.806641,39977475223.0
2019-06-28,19644,1561,719,862,870,920,12407.332031,35087757766.0
2019-06-29,8978,1252,564,723,692,758,11959.371094,29923961128.0
2019-06-30,10201,1263,497,768,655,747,10817.155273,27256473494.0
2019-07-01,11138,1518,565,658,763,800,10583.134766,29378589324.0
2019-07-02,11661,1606,543,663,863,897,10801.677734,31015895223.0
2019-07-03,13438,1788,567,756,777,789,11961.269531,30796494294.0
2019-07-04,9155,1732,486,648,689,636,11215.4375,25920294033.0
2019-07-05,8943,2081,456,1778,721,534,10978.459961,23838480210.0
2019-07-06,7826,1319,444,1225,595,600,11208.550781,21092024306.0
2019-07-07,8162,2016,492,874,614,554,11450.84668,19369044277.0
2019-07-08,10238,2176,596,817,737,763,12285.958008,23482551458.0
2019-07-09,11492,1948,771,821,859,980,12573.8125,28167921523.0
2019-07-10,13874,2519,901,925,952,1336,12156.512695,33627574244.0
2019-07-11,10908,2095,724,800,726,969,11358.662109,28595327690.0
2019-07-12,12683,2755,762,922,798,913,11815.986328,23534692797.0
2019-07-13,8949,1737,483,639,568,596,11392.378906,21042616384.0
2019-07-14,8588,1574,506,600,565,773,10256.058594,22486000001.0
2019-07-15,9850,1839,552,811,746,760,10895.089844,25384047207.0
2019-07-16,9965,1895,548,801,697,790,9477.641602,24151199070.0
2019-07-17,9947,1744,522,721,596,951,9693.802734,24569921549.0
2019-07-18,10132,1699,531,667,638,765,10666.482422,25187024648.0
2019-07-19,10284,1453,496,660,632,809,10530.732422,20727426310.0
2019-07-20,8240,1656,434,495,492,604,10767.139648,20206615155.0
2019-07-21,8196,1366,369,463,498,589,10599.105469,17130580467.0
2019-07-22,8745,1710,480,563,602,776,10343.106445,16334414913.0
2019-07-23,8321,1712,467,632,654,716,9900.767578,17851916995.0
2019-07-24,8223,1695,486,615,559,667,9811.925781,17398734322.0
2019-07-25,8155,1619,503,631,558,633,9911.841797,15821952090.0
2019-07-26,7623,1838,400,667,529,702,9870.303711,14495714483.0
2019-07-27,7953,1455,415,541,410,609,9477.677734,16817809536.0
2019-07-28,7119,1385,369,446,418,545,9552.860352,13738687093.0
2019-07-29,9050,1966,388,542,525,701,9519.145508,13791445323.0
2019-07-30,9691,1592,453,627,581,762,9607.423828,13829811132.0
2019-07-31,11906,2064,831,693,508,726,10085.62793,16631520648.0
2019-08-01,8508,1603,451,620,576,685,10399.668945,17165337858.0
2019-08-02,7968,1560,476,597,632,584,10518.174805,17489094082.0
2019-08-03,9466,1453,399,478,529,563,10821.726563,15352685061.0
2019-08-04,6410,1348,387,541,491,582,10970.18457,16530894787.0
2019-08-05,8748,1875,566,640,581,705,11805.65332,23875988832.0
2019-08-06,9727,1814,532,623,635,758,11478.168945,23635107660.0
2019-08-07,9692,2117,435,635,804,775,11941.96875,22194988641.0
2019-08-08,9601,2135,431,664,736,695,11966.407227,19481591730.0
2019-08-09,8503,1653,434,669,646,661,11862.936523,18339989960.0
2019-08-10,7757,1366,371,605,633,545,11354.024414,18125355447.0
2019-08-11,7869,1532,418,466,551,493,11523.579102,15774371518.0
2019-08-12,7933,1766,461,583,487,651,11382.616211,13647198229.0
2019-08-13,8357,1903,418,626,516,821,10895.830078,16681503537.0
2019-08-14,9438,1651,389,555,1056,678,10051.704102,19990838300.0
2019-08-15,8980,1529,343,518,503,645,10311.545898,22899115082.0
2019-08-16,8300,1941,403,646,499,677,10374.338867,20228207096.0
2019-08-17,8097,1377,407,499,332,634,10231.744141,13778035685.0
2019-08-18,9134,1701,369,506,377,542,10345.810547,12999813869.0
2019-08-19,9348,2486,345,647,601,660,10916.053711,16038264603.0
2019-08-20,8536,1853,399,594,670,693,10763.232422,15053082175.0
2019-08-21,8136,1920,423,762,674,675,10138.049805,19473084768.0
2019-08-22,7563,1482,355,728,509,737,10131.055664,17097508856.0
2019-08-23,8273,1532,339,628,442,691,10407.964844,15627023886.0
2019-08-24,5862,1128,312,439,338,542,10159.960938,15451030650.0
2019-08-25,6531,1425,307,461,395,520,10138.517578,14153856610.0
2019-08-26,8038,1578,428,614,579,620,10370.820313,18438654080.0
2019-08-27,9235,1942,440,686,608,747,10185.5,14762609503.0
2019-08-28,10145,2349,383,559,541,623,9754.422852,17603790323.0
2019-08-29,7857,1927,414,591,542,808,9510.200195,17045878501.0
2019-08-30,6776,1939,367,545,1014,629,9598.173828,13595263986.0
2019-08-31,7014,2418,413,496,810,483,9630.664063,11454806419.0
2019-09-01,6671,1829,359,507,663,435,9757.970703,11445355859.0
2019-09-02,7264,1701,420,527,771,525,10346.760742,17248102294.0
2019-09-03,7550,7388,409,667,651,567,10623.540039,19384917989.0
2019-09-04,7677,3195,346,1813,568,606,10594.493164,16742664769.0
2019-09-05,7530,1709,382,9281,655,619,10575.533203,14551239508.0
2019-09-06,6277,1262,337,6345,543,508,10353.302734,19536574783.0
2019-09-07,6071,1580,324,530,411,418,10517.254883,15307366476.0
2019-09-08,6738,1446,393,493,476,425,10441.276367,13670567493.0
2019-09-09,7487,1508,351,536,553,632,10334.974609,17595943368.0
2019-09-10,7913,1517,377,547,535,666,10115.975586,14906809639.0
2019-09-11,8081,1972,391,691,551,617,10178.37207,15428063426.0
2019-09-12,7432,1653,576,750,575,622,10410.126953,15323563925.0
2019-09-13,10836,2922,1089,910,475,657,10360.546875,14109864675.0
2019-09-14,8077,3737,1394,802,493,627,10358.048828,13468713124.0
2019-09-15,6781,2122,819,790,402,532,10347.712891,12043433567.0
2019-09-16,8014,1732,832,958,464,611,10276.793945,15160167779.0
2019-09-17,8180,2183,1171,1371,533,696,10241.272461,15304603363.0
2019-09-18,8490,2146,988,1238,677,740,10198.248047,16169268880.0
2019-09-19,8665,2237,1083,1324,631,681,10266.415039,19937691247.0
2019-09-20,8599,2435,1416,1558,537,651,10181.641602,14734189639.0
2019-09-21,6759,1764,885,1263,461,656,10019.716797,13425266806.0
2019-09-22,8513,2527,1272,1534,655,1025,10070.392578,13199651698.0
2019-09-23,8914,2147,1696,1773,520,605,9729.324219,15144925408.0
2019-09-24,11013,2510,2464,2534,644,685,8620.566406,25002886689.0
2019-09-25,23376,3119,2585,2605,610,642,8486.993164,21744728353.0
2019-09-26,9005,2001,1150,1168,521,669,8118.967773,19258205289.0
2019-09-27,8280,1989,681,816,491,598,8251.845703,16408941156.0
2019-09-28,6377,1262,414,456,353,496,8245.915039,14141152736.0
2019-09-29,6266,1306,330,457,339,468,8104.185547,13034629109.0
2019-09-30,7196,1437,424,636,539,661,8293.868164,17115474183.0
2019-10-01,7453,1958,413,593,447,690,8343.276367,15305343413.0
2019-10-02,7937,1473,435,628,453,669,8393.041992,13125712443.0
2019-10-03,7961,1998,381,602,521,764,8259.992188,13668823409.0
2019-10-04,7372,1693,387,593,430,679,8205.939453,13139456229.0
2019-10-05,7186,1550,446,587,372,501,8151.500488,12200497197.0
2019-10-06,6779,1765,474,567,366,517,7988.155762,13160830305.0
2019-10-07,8177,1947,901,1009,444,631,8245.623047,18009742607.0
2019-10-08,7463,1578,437,557,511,606,8228.783203,15592264032.0
2019-10-09,6983,1923,436,631,591,628,8595.740234,19384942333.0
2019-10-10,6958,1975,458,657,541,653,8586.473633,17618660671.0
2019-10-11,7344,1498,371,474,443,628,8321.756836,19604381101.0
2019-10-12,7142,1854,371,618,437,675,8336.555664,14532641605.0
2019-10-13,7127,1598,361,603,432,530,8321.005859,13808286059.0
2019-10-14,9569,1939,541,784,473,675,8374.686523,15151387859.0
2019-10-15,8124,1763,441,612,539,658,8205.369141,15220412632.0
2019-10-16,8462,2265,533,770,618,977,8047.526855,16071646996.0
2019-10-17,9729,2434,533,911,613,1020,8103.911133,14313052244.0
2019-10-18,8385,1871,356,632,501,609,7973.20752,15651592610.0
2019-10-19,7198,1515,353,540,377,483,7988.560547,13797825640.0
2019-10-20,7117,1550,538,485,381,434,8222.078125,15504249442.0
2019-10-21,7462,1736,510,579,501,624,8243.720703,15868748866.0
2019-10-22,7527,2095,415,554,548,687,8078.203125,16803377857.0
2019-10-23,8352,1916,459,638,468,768,7514.671875,21942878958.0
2019-10-24,8206,1866,343,648,583,705,7493.48877,16268708849.0
2019-10-25,7036,1896,404,610,495,603,8660.700195,28705065488.0
2019-10-26,7848,1420,389,485,430,613,9244.972656,44496255609.0
2019-10-27,7402,1545,352,460,399,608,9551.714844,32593129501.0
2019-10-28,8355,1769,424,708,596,777,9256.148438,30948255332.0
2019-10-29,8884,1992,464,576,596,707,9427.6875,28426779937.0
2019-10-30,8848,2140,372,689,476,638,9205.726563,27706531577.0
2019-10-31,19983,1721,369,533,458,762,9199.584961,26583653947.0
2019-11-01,8539,1656,327,558,475,613,9261.104492,24324691031.0
2019-11-02,8788,1783,323,566,410,585,9324.717773,21242676385.0
2019-11-03,7062,1582,342,510,407,434,9235.354492,21132220847.0
2019-11-04,8765,1928,432,603,542,691,9412.612305,26170255634.0
2019-11-05,9747,1839,438,605,552,699,9342.527344,26198609048.0
2019-11-06,11635,2157,407,677,658,971,9360.879883,23133895765.0
2019-11-07,9253,1730,372,653,543,728,9267.561523,22700383839.0
2019-11-08,9213,1808,427,590,563,572,8804.880859,24333037836.0
2019-11-09,6855,1441,379,559,423,487,8813.582031,17578630606.0
2019-11-10,7263,1767,386,493,423,479,9055.526367,20587919881.0
2019-11-11,8988,2592,409,593,483,547,8757.788086,20265510765.0
2019-11-12,9315,2248,506,637,587,704,8815.662109,20309769107.0
2019-11-13,9331,1751,460,523,572,682,8808.262695,17545755405.0
2019-11-14,8279,1844,484,689,593,676,8708.094727,19084739975.0
2019-11-15,7719,2244,389,531,522,607,8491.992188,21796856471.0
2019-11-16,6417,1654,499,544,392,601,8550.760742,16495389808.0
2019-11-17,6773,2055,513,444,447,474,8577.975586,18668638897.0
2019-11-18,7553,1906,495,502,529,620,8309.286133,21579470673.0
2019-11-19,8594,1865,500,511,540,644,8206.145508,21083613816.0
2019-11-20,7722,1882,531,526,504,642,8027.268066,20764300437.0
2019-11-21,7402,1706,520,561,745,620,7642.75,22514243371.0
2019-11-22,7155,1970,470,615,734,541,7296.577637,34242315785.0
2019-11-23,5990,1432,365,452,491,498,7397.796875,21008924418.0
2019-11-24,8398,1868,391,484,443,493,7047.916992,30433517289.0
2019-11-25,8941,2220,467,583,708,1112,7146.133789,42685231262.0
2019-11-26,7814,1640,407,779,592,680,7218.371094,21129505542.0
2019-11-27,8072,1716,382,618,602,650,7531.663574,23991412764.0
2019-11-28,7978,1737,356,463,532,493,7463.105957,19050116751.0
2019-11-29,11603,2545,403,473,476,625,7761.243652,19709695456.0
2019-11-30,7643,2127,322,444,377,574,7569.629883,17158194786.0
2019-12-01,7253,1868,336,503,395,593,7424.29248,18720708479.0
2019-12-02,7404,2313,364,493,507,640,7321.988281,17082040706.0
2019-12-03,7635,2598,408,532,534,655,7320.145508,14797485769.0
2019-12-04,9125,2956,445,612,522,634,7252.034668,21664240918.0
2019-12-05,8487,2604,412,562,640,561,7448.307617,18816085231.0
2019-12-06,8289,2291,383,581,419,564,7546.996582,18104466307.0
2019-12-07,7020,2036,432,514,358,487,7556.237793,15453520564.0
2019-12-08,7182,1682,366,568,399,460,7564.345215,15409908086.0
2019-12-09,6620,1784,332,580,521,556,7400.899414,17872021272.0
2019-12-10,8299,1621,392,674,571,602,7278.119629,18249031195.0
2019-12-11,8885,2126,500,632,482,596,7217.427246,16350490689.0
2019-12-12,8514,1830,622,647,447,571,7243.134277,18927080224.0
2019-12-13,8599,1768,380,579,390,505,7269.68457,17125736940.0
2019-12-14,6166,1273,292,554,325,466,7124.673828,17137029730.0
2019-12-15,6070,1534,297,513,454,509,7152.301758,16881129804.0
2019-12-16,8344,1582,398,567,523,699,6932.480469,20213265950.0
2019-12-17,8492,1936,448,582,455,866,6640.515137,22363804217.0
2019-12-18,10107,1783,475,675,473,655,7276.802734,31836522778.0
2019-12-19,9071,1504,422,561,469,618,7202.844238,25904604416.0
2019-12-20,10616,1699,398,495,404,622,7218.816406,22633815180.0
2019-12-21,4843,1652,340,444,381,517,7191.158691,19312552168.0
2019-12-22,6510,3045,365,472,325,462,7511.588867,23134537956.0
2019-12-23,6664,6988,340,504,361,515,7355.628418,27831788041.0
2019-12-24,11748,25016,323,452,402,506,7322.532227,22991622105.0
2019-12-25,13841,20723,243,365,290,422,7275.155762,21559505149.0
2019-12-26,10193,7445,341,512,313,509,7238.966797,22787010034.0
2019-12-27,7906,5059,364,503,349,541,7290.088379,22777360996.0
2019-12-28,6653,2953,343,610,454,543,7317.990234,21365673026.0
2019-12-29,6290,2336,359,495,443,499,7422.652832,22445257702.0
2019-12-30,9696,4682,332,535,398,585,7292.995117,22874131672.0
2019-12-31,11495,9694,310,576,351,510,7193.599121,21167946112.0
2020-01-01,12716,10628,304,609,338,444,7200.174316,18565664997.0
2020-01-02,12265,10867,363,641,411,597,6985.470215,20802083465.0
2020-01-03,15018,12633,372,672,422,634,7344.884277,28111481032.0
2020-01-04,8099,5027,333,552,423,528,7410.656738,18444271275.0
2020-01-05,6024,2436,345,512,405,511,7411.317383,19725074095.0
2020-01-06,8450,4920,390,669,580,643,7769.219238,23276261598.0
2020-01-07,15005,14273,348,653,542,712,8163.692383,28767291327.0
2020-01-08,14892,14306,497,665,611,738,8079.862793,31672559265.0
2020-01-09,16008,17269,424,758,517,796,7879.071289,24045990466.0
2020-01-10,12923,12239,369,812,523,586,8166.554199,28714583844.0
2020-01-11,7131,3393,301,546,419,521,8037.537598,25521165085.0
2020-01-12,15858,17582,323,518,392,532,8192.494141,22903438381.0
2020-01-13,16539,16548,367,641,496,624,8144.194336,22482910688.0
2020-01-14,17602,18170,423,742,546,801,8827.764648,44841784107.0
2020-01-15,16450,9425,455,844,602,752,8807.010742,40102834650.0
2020-01-16,7114,2469,511,743,573,726,8723.786133,31313981931.0
2020-01-17,6076,1819,465,730,510,733,8929.038086,36372139320.0
2020-01-18,7405,1651,534,722,460,623,8942.808594,32337772627.0
2020-01-19,5926,1726,353,895,392,514,8706.245117,34217320471.0
2020-01-20,6055,1806,352,544,477,575,8657.642578,26422375678.0
2020-01-21,6343,2150,403,651,509,597,8745.894531,24097418512.0
2020-01-22,6807,1839,421,677,482,679,8680.875977,22600204051.0
2020-01-23,6236,1766,382,616,459,795,8406.515625,25770680779.0
2020-01-24,5847,1544,364,587,348,621,8445.43457,24397913026.0
2020-01-25,5058,1304,389,496,346,478,8367.847656,19647331549.0
2020-01-26,4781,1332,300,414,347,447,8596.830078,22177678796.0
2020-01-27,5561,1661,388,559,398,587,8909.819336,28647338393.0
2020-01-28,6187,2170,708,661,712,616,9358.589844,34398744403.0
2020-01-29,5904,1849,483,604,470,725,9316.629883,30682598115.0
2020-01-30,6149,1747,609,704,439,759,9508.993164,32378792851.0
2020-01-31,5802,1709,430,665,495,635,9350.529297,29432489719.0
2020-02-01,4979,1299,377,537,420,600,9392.875,25922656496.0
2020-02-02,5268,1365,325,540,437,578,9344.365234,30835736946.0
2020-02-03,5324,1562,334,648,546,690,9293.521484,30934096509.0
2020-02-04,5800,1670,433,746,566,644,9180.962891,29893183716.0
2020-02-05,6282,1713,405,898,589,726,9613.423828,35222060874.0
2020-02-06,6024,1882,371,822,644,706,9729.801758,37628823716.0
2020-02-07,6100,2070,423,807,692,701,9795.943359,34522718159.0
2020-02-08,6136,1483,468,1021,700,589,9865.119141,35172043762.0
2020-02-09,6815,1669,416,1063,672,720,10116.673828,35807884663.0
2020-02-10,6760,1814,469,770,5659,819,9856.611328,39386548075.0
2020-02-11,7850,1833,423,766,1197,833,10208.236328,37648059389.0
2020-02-12,7157,2209,447,936,927,944,10326.054688,43444303830.0
2020-02-13,7236,2192,469,900,3114,861,10214.379883,49356071373.0
2020-02-14,5676,1924,411,902,861,730,10312.116211,43338264162.0
2020-02-15,5526,1828,386,769,622,620,9889.424805,43865054831.0
2020-02-16,5675,1684,346,641,555,776,9934.433594,43374780305.0
2020-02-17,6425,1765,418,758,1097,773,9690.142578,45998298413.0
2020-02-18,6467,1898,412,896,871,912,10141.996094,47271023953.0
2020-02-19,14975,2106,411,836,1143,936,9633.386719,46992019710.0
2020-02-20,8107,2406,361,741,1562,933,9608.475586,44925260237.0
2020-02-21,8065,1888,443,748,1108,790,9686.441406,40930547513.0
2020-02-22,6544,1480,382,688,689,636,9663.181641,35838025154.0
2020-02-23,6111,1563,322,563,535,675,9924.515625,41185185761.0
2020-02-24,7149,1803,367,801,741,746,9650.174805,45080496648.0
2020-02-25,6576,1638,334,724,565,733,9341.705078,42515259129.0
2020-02-26,6459,1727,385,698,530,709,8820.522461,50420050762.0
2020-02-27,6707,1684,357,828,517,731,8784.494141,45470195695.0
2020-02-28,6434,1909,456,760,429,821,8672.455078,44605450443.0
2020-02-29,5348,1506,360,673,466,601,8599.508789,35792392544.0
2020-03-01,6902,1653,451,570,467,651,8562.454102,35349164300.0
2020-03-02,6572,1670,458,710,535,699,8869.669922,42857674409.0
2020-03-03,7543,1619,402,1109,554,782,8787.786133,42386715821.0
2020-03-04,7554,1727,403,1313,579,637,8755.246094,34746706368.0
2020-03-05,7666,1822,366,966,657,700,9078.762695,39698054597.0
