date,Bitcoin_views,Ethereum_views,Litecoin_views,Dogecoin_views,Binance_views,Coinbase_views,BTC_Close,BTC_Volume
2020-03-06,6754,1592,332,807,548,610,9122.545898,40826885651.0
2020-03-07,5541,1363,320,574,447,494,8909.954102,36216930370.0
2020-03-08,5332,1498,337,700,781,553,8108.116211,39973102121.0
2020-03-09,7397,1703,391,785,637,735,7923.644531,46936995808.0
2020-03-10,7188,1625,354,854,611,601,7909.729492,42213940994.0
2020-03-11,6614,1655,299,791,662,564,7911.430176,38682762605.0
2020-03-12,8281,1917,392,847,593,774,4970.788086,53980357243.0
2020-03-13,9562,1567,444,954,686,1022,5563.707031,74156772075.0
2020-03-14,6505,1504,364,740,755,668,5200.366211,36154506008.0
2020-03-15,6228,1413,369,631,869,663,5392.314941,33997889639.0
2020-03-16,7018,4085,400,659,1434,824,5014.47998,45368026430.0
2020-03-17,6889,1731,370,669,1425,757,5225.629395,38622642935.0
2020-03-18,6672,1649,360,668,1766,766,5238.438477,37878801016.0
2020-03-19,6983,1568,359,739,1255,834,6191.192871,51000731797.0
2020-03-20,6418,1560,345,755,554,749,6198.77832,54442976103.0
2020-03-21,5856,1456,367,549,565,640,6185.066406,42494390880.0
2020-03-22,5781,1387,381,628,636,586,5830.254883,40099664740.0
2020-03-23,5902,1956,390,740,936,742,6416.314941,46491916000.0
2020-03-24,6507,1739,450,822,585,721,6734.803711,48221910672.0
2020-03-25,6777,1515,378,855,609,773,6681.062988,44590107888.0
2020-03-26,6493,2020,380,917,561,726,6716.44043,35319797642.0
2020-03-27,6331,1541,381,830,564,652,6469.79834,34585598367.0
2020-03-28,5868,1729,342,716,508,559,6242.193848,34885225901.0
2020-03-29,5861,1689,358,669,646,608,5922.042969,28373690931.0
2020-03-30,6489,1680,410,686,545,700,6429.841797,37101651525.0
2020-03-31,6428,1706,375,729,770,715,6438.644531,32786468812.0
2020-04-01,8179,1859,378,717,766,756,6606.776367,40346426266.0
2020-04-02,7492,1740,394,708,780,753,6793.624512,47660646124.0
2020-04-03,8155,2337,999,977,2045,860,6733.387207,38976504903.0
2020-04-04,7223,2618,929,670,956,923,6867.527344,33185988584.0
2020-04-05,6686,1668,449,690,897,714,6791.129395,29510409856.0
2020-04-06,6912,1887,457,774,778,874,7271.78125,46896904615.0
2020-04-07,7291,2084,387,898,815,968,7176.414551,44243482668.0
2020-04-08,7040,1853,521,822,927,934,7334.098633,37563249549.0
2020-04-09,6963,1972,431,819,956,804,7302.089355,34815139178.0
2020-04-10,7025,1896,395,754,742,950,6865.493164,43622840992.0
2020-04-11,7014,1854,442,660,864,736,6859.083008,31222085946.0
2020-04-12,6944,1749,415,651,822,667,6971.091797,35759567632.0
2020-04-13,7919,2005,471,927,883,803,6845.037598,38619308647.0
2020-04-14,7586,2138,431,959,831,762,6842.427734,34110434052.0
2020-04-15,7349,1973,424,851,921,775,6642.109863,32288311031.0
2020-04-16,7570,2232,426,970,746,929,7116.804199,46783242377.0
2020-04-17,8304,2037,440,902,794,848,7096.18457,32513423567.0
2020-04-18,7660,2564,512,885,594,722,7257.665039,32447188386.0
2020-04-19,7748,2101,781,809,560,781,7189.424805,31311210215.0
2020-04-20,7923,2797,819,881,774,865,6881.958496,37747113936.0
2020-04-21,8177,2144,584,780,670,955,6880.323242,32589741511.0
2020-04-22,7908,4017,527,869,654,874,7117.20752,33249153866.0
2020-04-23,8377,3903,477,964,716,872,7429.724609,43500782316.0
2020-04-24,7954,2320,515,844,724,840,7550.900879,34636526286.0
2020-04-25,7881,2425,536,1014,983,847,7569.936035,32941541447.0
2020-04-26,8763,2575,594,1396,945,867,7679.867188,33070154491.0
2020-04-27,9113,2780,578,1573,846,972,7795.601074,36162144725.0
2020-04-28,8978,2665,545,1339,785,989,7807.058594,33187959921.0
2020-04-29,9876,2934,565,2347,916,1240,8801.038086,60201052203.0
2020-04-30,11380,2988,674,2744,1062,1139,8658.553711,66964629541.0
2020-05-01,9218,2638,481,1710,888,915,8864.766602,44068389997.0
2020-05-02,9155,2640,521,929,943,822,8988.59668,40134388683.0
2020-05-03,8902,2639,568,929,868,845,8897.46875,47101785174.0
2020-05-04,9190,2728,464,915,808,899,8912.654297,45718796276.0
2020-05-05,9652,2869,556,1146,843,966,9003.070313,43148462663.0
2020-05-06,10397,2817,596,1234,939,1118,9268.761719,49371886931.0
2020-05-07,9622,3070,722,1486,1051,1221,9951.518555,61112700562.0
2020-05-08,11682,2871,689,1268,906,1120,9842.666016,51780748042.0
2020-05-09,8841,2676,679,1079,903,875,9593.896484,46566121841.0
2020-05-10,9887,2650,658,1130,871,1073,8756.430664,63325279337.0
2020-05-11,12137,2887,745,1151,1692,1161,8601.795898,57119858802.0
2020-05-12,17241,3106,685,1174,1023,1111,8804.477539,42142717533.0
2020-05-13,9328,2976,615,1106,850,946,9269.987305,45558144023.0
2020-05-14,9072,2928,597,1126,1133,976,9733.72168,56426907637.0
2020-05-15,8980,2813,623,1030,794,850,9328.197266,48158802327.0
2020-05-16,8432,2640,483,965,757,739,9377.013672,36164766408.0
2020-05-17,8609,2532,570,1148,723,819,9670.739258,40084250663.0
2020-05-18,9317,2902,570,1099,843,840,9726.575195,41827139896.0
2020-05-19,8274,2753,562,1002,680,1024,9729.038086,39254288955.0
2020-05-20,8888,2542,578,959,696,948,9522.981445,36546239703.0
2020-05-21,8568,2321,501,914,867,1014,9081.761719,39326160532.0
2020-05-22,7566,2109,472,956,721,873,9182.577148,29810773699.0
2020-05-23,7046,2312,520,803,636,820,9209.287109,27727866812.0
2020-05-24,6879,2044,487,749,772,661,8790.368164,32518803300.0
2020-05-25,7548,2237,473,741,978,769,8906.93457,31288157264.0
2020-05-26,8218,2326,539,783,756,990,8835.052734,29584186947.0
2020-05-27,7377,2205,434,947,689,797,9181.017578,32740536902.0
2020-05-28,6751,2738,456,1019,707,813,9525.750977,34367073114.0
2020-05-29,7536,2384,413,769,749,764,9439.124023,32896642044.0
2020-05-30,6458,2737,424,873,698,641,9700.414063,32722975141.0
2020-05-31,6123,2492,413,1110,583,661,9461.058594,27773290299.0
2020-06-01,6294,2458,398,922,803,798,10167.268555,35198901068.0
2020-06-02,7213,2903,496,1022,792,896,9529.803711,39137252109.0
2020-06-03,6680,2529,414,706,697,722,9656.717773,25007459262.0
2020-06-04,6721,2604,419,875,661,726,9800.636719,25921805072.0
2020-06-05,6924,2483,770,895,731,742,9665.533203,23509628646.0
2020-06-06,5989,2412,383,696,654,737,9653.679688,20438419222.0
2020-06-07,6859,2301,411,720,719,720,9758.852539,25015250846.0
2020-06-08,7108,2877,420,861,923,785,9771.489258,21486346312.0
2020-06-09,6859,2625,417,958,759,785,9795.700195,23717842783.0
2020-06-10,7010,2686,496,905,749,802,9870.094727,25706567601.0
2020-06-11,6831,2591,519,986,847,871,9321.78125,30247143440.0
2020-06-12,6579,2143,491,815,685,659,9480.84375,22610564515.0
2020-06-13,5793,2240,595,643,784,546,9475.277344,17564322315.0
2020-06-14,5857,2014,408,609,584,618,9386.788086,18991732746.0
2020-06-15,6219,2410,427,719,834,838,9450.702148,26699704768.0
2020-06-16,5829,2527,450,745,732,809,9538.024414,21565537209.0
2020-06-17,6120,2301,486,725,708,737,9480.254883,20177709879.0
2020-06-18,6340,2300,432,759,712,647,9411.84082,17770083003.0
2020-06-19,5849,2119,461,761,658,739,9288.018555,19632223107.0
2020-06-20,5842,2322,427,632,592,1072,9332.34082,17130541557.0
2020-06-21,5773,2061,422,612,578,909,9303.629883,15324301169.0
2020-06-22,6467,2706,422,832,666,836,9648.717773,21104009514.0
2020-06-23,6693,2481,409,1048,653,811,9629.658203,17006433272.0
2020-06-24,5974,2384,355,758,565,679,9313.610352,18961716076.0
2020-06-25,5841,2380,338,685,686,650,9264.813477,18616048626.0
2020-06-26,6051,2341,446,624,509,692,9162.917969,18341465837.0
2020-06-27,5447,2280,411,513,470,592,9045.390625,17273093144.0
2020-06-28,5774,2084,412,638,568,574,9143.582031,14560870760.0
2020-06-29,5786,2523,410,746,769,784,9190.854492,16460547078.0
2020-06-30,6301,2397,444,667,971,851,9137.993164,15735797744.0
2020-07-01,6932,2693,732,792,1537,1108,9228.325195,15971550355.0
2020-07-02,5969,2347,300,751,678,736,9123.410156,16338916796.0
2020-07-03,5866,2908,433,615,623,635,9087.303711,13078970999.0
2020-07-04,5377,2151,278,513,556,520,9132.488281,12290528515.0
2020-07-05,5292,2372,316,532,583,552,9073.942383,12903406143.0
2020-07-06,5978,2645,364,2382,920,979,9375.474609,17889263252.0
2020-07-07,6579,2586,376,5972,816,1473,9252.277344,13839652595.0
2020-07-08,6785,2965,588,14497,821,1771,9428.333008,19702359883.0
2020-07-09,6907,2806,545,9762,868,1680,9277.967773,18000702524.0
2020-07-10,6304,2565,357,4176,1215,1211,9278.807617,16860035605.0
2020-07-11,5994,2386,375,2180,726,1316,9240.34668,13249910444.0
2020-07-12,7269,2394,306,1813,736,1364,9276.5,14452361907.0
2020-07-13,8150,2832,342,1786,1018,1514,9243.614258,17519821266.0
2020-07-14,10336,2847,519,1566,841,1180,9243.213867,18085038362.0
2020-07-15,12225,2595,1514,1665,902,1140,9192.836914,15844731575.0
2020-07-16,16964,2900,1652,1613,937,1258,9132.227539,15713967523.0
2020-07-17,17078,2700,3902,1600,851,1582,9151.392578,13944570749.0
2020-07-18,13425,2535,4061,8837,745,1150,9159.040039,12252601475.0
2020-07-19,13702,2456,4100,4545,744,1135,9185.817383,12939002784.0
2020-07-20,13855,2671,3991,2647,876,1244,9164.231445,13755604146.0
2020-07-21,14370,2811,3991,2310,782,1557,9374.887695,18069581956.0
2020-07-22,19095,2670,3958,2005,798,1040,9525.363281,16532254884.0
2020-07-23,22765,3511,4055,1750,832,724,9581.072266,18146399002.0
2020-07-24,11893,3246,4061,1492,762,731,9536.892578,16552768325.0
2020-07-25,13391,3446,4059,1394,670,799,9677.113281,16610070933.0
2020-07-26,13741,4244,4127,1426,814,731,9905.166992,20507998997.0
2020-07-27,17750,4708,4101,1570,1036,920,10990.873047,35359749590.0
2020-07-28,18046,4105,4248,1556,980,966,10912.823242,28766551142.0
2020-07-29,14763,3555,4113,1545,985,832,11100.467773,24617249715.0
2020-07-30,26990,3701,4045,1561,826,914,11111.213867,22857247901.0
2020-07-31,12600,3955,4147,1444,744,817,11323.466797,23160469766.0
2020-08-01,13248,4204,4281,1757,868,983,11759.592773,26075670303.0
2020-08-02,13353,4565,4148,1619,923,1136,11053.614258,27410067336.0
2020-08-03,13660,4184,4133,1526,1007,1954,11246.348633,20271713443.0
2020-08-04,15395,4857,4153,1700,1077,2140,11205.892578,21250197042.0
2020-08-05,28791,4692,4044,2362,1039,1994,11747.022461,24411254471.0
2020-08-06,12592,3696,4020,1868,1003,2071,11779.773438,23400740340.0
2020-08-07,11651,3246,3990,1368,915,1119,11601.472656,23132312867.0
2020-08-08,11690,3167,3998,1003,816,703,11754.045898,17572057837.0
2020-08-09,11631,3441,4007,996,827,787,11675.739258,17489608833.0
2020-08-10,14518,3900,2087,1244,1067,1374,11878.111328,26114112569.0
2020-08-11,19020,3277,1308,1192,988,838,11410.525391,27039782640.0
2020-08-12,7876,3155,456,1124,949,903,11584.93457,25064548486.0
2020-08-13,10887,3552,491,1194,1212,1006,11784.137695,27522199497.0
2020-08-14,9255,4845,646,1205,939,1466,11768.871094,24237958589.0
2020-08-15,11138,3854,941,1058,796,1132,11865.698242,23354924400.0
2020-08-16,25458,4424,1009,991,952,1193,11892.803711,20583375490.0
2020-08-17,17640,3320,1095,1270,1194,1015,12254.402344,28227687027.0
2020-08-18,8281,3252,980,1346,1110,991,11991.233398,26043227672.0
2020-08-19,8295,3085,1005,1224,976,880,11758.283203,24502851117.0
2020-08-20,9695,2921,897,1002,880,876,11878.37207,20175242945.0
2020-08-21,15514,2784,943,877,895,869,11592.489258,23762425999.0
2020-08-22,7763,2501,908,797,788,694,11681.825195,20224191306.0
2020-08-23,14765,2605,867,692,728,738,11664.847656,18482062658.0
2020-08-24,8083,2505,926,779,835,893,11774.595703,20681511755.0
2020-08-25,11592,2918,443,807,872,925,11366.134766,26301509932.0
2020-08-26,8517,2665,425,811,1189,789,11488.363281,22466660958.0
2020-08-27,16138,2610,610,838,902,767,11323.397461,23240415076.0
2020-08-28,8093,2504,491,859,950,693,11542.5,19807127588.0
2020-08-29,6712,2344,303,964,748,609,11506.865234,17485597759.0
2020-08-30,6355,2148,346,760,776,636,11711.505859,19760127945.0
2020-08-31,14344,2438,387,835,884,848,11680.820313,22285928250.0
2020-09-01,7559,3141,394,873,992,883,11970.478516,27311555343.0
2020-09-02,8578,3035,584,930,1163,839,11414.03418,28037405299.0
2020-09-03,8456,2608,467,895,1104,783,10245.296875,31927261555.0
2020-09-04,7569,2439,452,994,940,724,10511.813477,29965130374.0
2020-09-05,6546,2104,378,737,805,590,10169.567383,44916565292.0
2020-09-06,13428,2082,426,680,915,582,10280.351563,37071460174.0
2020-09-07,9377,2397,490,647,957,623,10369.563477,33703098409.0
2020-09-08,13005,2264,440,778,1032,734,10131.516602,33430927462.0
2020-09-09,9108,2167,375,782,1007,771,10242.347656,24128292755.0
2020-09-10,11849,2349,624,752,1033,744,10363.138672,54406443211.0
2020-09-11,17333,2162,407,730,827,756,10400.915039,45201121775.0
2020-09-12,10528,1923,359,581,748,560,10442.170898,36750077324.0
2020-09-13,11313,1929,385,560,846,584,10323.755859,36506852789.0
2020-09-14,11619,2428,414,696,939,846,10680.837891,35453581940.0
2020-09-15,12835,2120,373,701,948,779,10796.951172,32509451925.0
2020-09-16,10430,1996,377,729,847,816,10974.905273,30769986455.0
2020-09-17,7969,2086,348,1066,849,804,10948.990234,38151810523.0
2020-09-18,9750,1952,387,630,823,761,10944.585938,26341903912.0
2020-09-19,9085,1655,326,471,743,513,11094.34668,22764204008.0
2020-09-20,9280,1736,329,514,612,588,10938.271484,24699523788.0
2020-09-21,7271,1876,332,598,796,747,10462.259766,28884999244.0
2020-09-22,6860,1921,331,614,821,769,10538.459961,23621787804.0
2020-09-23,11125,1993,415,679,812,700,10246.186523,23788661867.0
2020-09-24,6561,1943,1150,694,774,693,10760.066406,47144380902.0
2020-09-25,7189,2217,359,653,708,657,10692.716797,39348590957.0
2020-09-26,7026,2006,326,595,738,634,10750.723633,46852525493.0
2020-09-27,6598,1982,276,522,652,610,10775.269531,53745972818.0
2020-09-28,11676,2297,454,637,739,831,10709.652344,47762394731.0
2020-09-29,8401,2179,394,641,754,1300,10844.640625,46582396602.0
2020-09-30,8170,2234,332,554,675,1307,10784.491211,44171073700.0
2020-10-01,9502,1939,321,556,556,1476,10619.452148,40023134100.0
2020-10-02,5670,1641,332,552,659,910,10575.974609,48661453918.0
2020-10-03,6717,1598,251,459,549,660,10549.329102,44660271563.0
2020-10-04,5612,1920,256,441,492,536,10669.583008,71251776995.0
2020-10-05,7821,1552,359,579,597,875,10793.339844,47537578009.0
2020-10-06,7376,1768,358,519,658,714,10604.40625,42623695307.0
2020-10-07,7584,3068,443,687,729,764,10668.96875,37799458436.0
2020-10-08,7652,2018,519,700,790,933,10915.685547,63314794397.0
2020-10-09,7932,2203,588,656,713,1550,11064.458008,22799117613.0
2020-10-10,10673,2894,435,613,663,1089,11296.361328,22877978588.0
2020-10-11,8588,1876,455,514,636,847,11384.181641,19968627060.0
2020-10-12,10884,2216,570,758,863,1069,11555.363281,26163972642.0
2020-10-13,10722,2143,511,661,823,1004,11425.899414,24241420251.0
2020-10-14,7511,2526,497,629,818,872,11429.506836,24103426719.0
2020-10-15,10117,2215,463,606,762,914,11495.349609,24487233058.0
2020-10-16,9261,2461,603,593,860,1062,11322.123047,25635480772.0
2020-10-17,28224,2043,943,513,619,712,11358.101563,19130430174.0
2020-10-18,6860,1943,477,481,610,783,11483.359375,18283314340.0
2020-10-19,10637,2351,454,556,786,945,11742.037109,23860769928.0
2020-10-20,11878,2429,593,721,816,873,11916.334961,30915821592.0
2020-10-21,10608,2697,652,748,777,994,12823.689453,43414712626.0
2020-10-22,11252,2880,741,773,865,1105,12965.891602,34729759598.0
2020-10-23,13494,4545,671,987,714,1000,12931.539063,28974975003.0
2020-10-24,19937,2346,654,626,745,861,13108.0625,24542317940.0
2020-10-25,8772,3405,606,592,725,815,13031.173828,24406920575.0
2020-10-26,9594,2388,660,701,955,1101,13075.248047,29461458313.0
2020-10-27,8752,2557,672,782,1032,1085,13654.21875,33749878156.0
2020-10-28,8566,2479,646,737,777,1053,13271.285156,35867318895.0
2020-10-29,7285,2140,562,638,796,1208,13437.882813,56499499598.0
2020-10-30,10028,2775,911,839,903,1257,13546.522461,30581485201.0
2020-10-31,9982,2219,991,618,749,994,13780.995117,30306464719.0
2020-11-01,8993,2044,458,572,633,948,13737.109375,24453857900.0
2020-11-02,9019,2643,616,938,981,1284,13550.489258,30771455468.0
2020-11-03,9501,2857,651,1068,1291,1424,13950.300781,29869951617.0
2020-11-04,8224,2441,530,769,919,1047,14133.707031,35116364962.0
2020-11-05,10395,3038,734,856,909,1166,15579.848633,40856321439.0
2020-11-06,11423,2771,764,837,925,1174,15565.880859,39837841971.0
2020-11-07,9263,2483,627,720,750,870,14833.753906,35024953706.0
2020-11-08,7229,3246,571,611,774,938,15479.567383,26632075029.0
2020-11-09,9298,2738,698,818,863,1359,15332.31543,34149115566.0
2020-11-10,8692,2831,700,846,1131,1092,15290.902344,25574938143.0
2020-11-11,9380,3099,662,838,984,1046,15701.339844,29772374934.0
2020-11-12,10044,2480,690,789,935,1024,16276.34375,34175758344.0
2020-11-13,10926,2498,755,858,977,1980,16317.808594,31599492172.0
2020-11-14,9428,2191,651,664,771,858,16068.138672,27481710135.0
2020-11-15,9276,2220,587,615,742,921,15955.587891,23653867583.0
2020-11-16,10425,3594,1045,944,1010,1343,16716.111328,31526766675.0
2020-11-17,17191,3248,1150,1255,1280,1414,17645.40625,39006849170.0
2020-11-18,19164,4393,1165,1137,1399,1711,17804.005859,49064800278.0
2020-11-19,17667,3508,1239,1153,1187,1357,17817.089844,36985055355.0
2020-11-20,18066,3489,1273,1222,1278,1446,18621.314453,36992873940.0
2020-11-21,18333,4868,1154,1827,1389,1617,18642.232422,39650210707.0
2020-11-22,17692,3728,2836,1505,2271,1537,18370.001953,41280434226.0
2020-11-23,19127,5166,1354,1666,1776,1833,18364.121094,42741112308.0
2020-11-24,14116,5601,1655,2993,2254,2580,19107.464844,51469565009.0
2020-11-25,12449,3997,1267,2893,1778,1971,18732.121094,43710357371.0
2020-11-26,13510,3938,1157,2911,1586,2083,17150.623047,61396835737.0
2020-11-27,12069,3050,1026,1404,1280,1860,17108.402344,38886494645.0
2020-11-28,9834,2962,802,1303,1179,1447,17717.414063,32601040734.0
2020-11-29,9760,3173,920,1095,1211,1420,18177.484375,31133957704.0
2020-11-30,14326,4232,1410,1708,1561,1946,19625.835938,47728480399.0
2020-12-01,15703,5339,1470,1891,1469,1927,18802.998047,49633658712.0
2020-12-02,12413,4449,1385,2429,1334,1763,19201.091797,37387697139.0
2020-12-03,12568,4213,1012,1575,1312,1518,19445.398438,31930317405.0
2020-12-04,11886,3980,942,1501,1243,1539,18699.765625,33872388058.0
2020-12-05,10797,3318,850,1091,1224,1299,19154.230469,27242455064.0
2020-12-06,10989,3236,845,1038,1123,1295,19345.121094,25293775714.0
2020-12-07,11279,3710,979,1214,1219,1364,19191.630859,26896357742.0
2020-12-08,10711,3469,960,1115,1137,1328,18321.144531,31692288756.0
2020-12-09,10818,3516,937,1169,1238,1448,18553.916016,34420373071.0
2020-12-10,12504,5603,815,1129,1286,1534,18264.992188,25547132265.0
2020-12-11,17353,3069,1732,912,1154,2337,18058.904297,27919640985.0
2020-12-12,12187,3148,827,1013,955,1163,18803.65625,21752580802.0
2020-12-13,11480,4269,895,1135,1041,1318,19142.382813,25450468637.0
2020-12-14,9489,3623,927,980,1095,1339,19246.644531,22473997681.0
2020-12-15,9097,3216,865,1049,1120,1296,19417.076172,26741982541.0
2020-12-16,18098,3822,1266,1315,1517,1882,21310.597656,44409011479.0
2020-12-17,30659,5017,1976,2364,1958,3747,22805.162109,71378606374.0
2020-12-18,21784,3971,1633,1955,1590,4386,23137.960938,40387896275.0
2020-12-19,15795,3594,1701,1736,1531,2865,23869.832031,38487546580.0
2020-12-20,15790,3681,1718,10750,1591,2248,23477.294922,37844228422.0
2020-12-21,19601,4362,1671,12746,1968,2223,22803.082031,45852713981.0
2020-12-22,18812,4116,1519,5126,1617,1999,23783.029297,44171632681.0
2020-12-23,13206,4179,1487,2903,1698,2018,23241.345703,51146161904.0
2020-12-24,10785,3301,1221,2470,1327,1636,23735.949219,41080759713.0
2020-12-25,10212,3087,1380,2324,1277,1452,24664.791016,42068395846.0
2020-12-26,14878,3899,2182,2515,1535,1713,26437.037109,48332647295.0
2020-12-27,20470,5483,2136,3050,2087,2178,26272.294922,66479895605.0
2020-12-28,20215,5814,2024,3246,2167,2397,27084.808594,49056742893.0
2020-12-29,19226,5618,1904,2868,2367,2622,27362.4375,45265946774.0
2020-12-30,20765,5660,1957,4360,2090,2560,28840.953125,51287442704.0
2020-12-31,17291,5148,1595,3392,1818,2228,29001.720703,46754964848.0
2021-01-01,14769,4490,1566,4178,1659,1839,29374.152344,40730301359.0
2021-01-02,31342,7095,2917,38893,2724,3022,32127.267578,67865420765.0
2021-01-03,45570,12721,4279,33009,3308,4140,32782.023438,78665235202.0
2021-01-04,35715,14182,3818,16079,3625,3909,31971.914063,81163475344.0
2021-01-05,31211,11746,3251,11984,3379,3769,33992.429688,67547324782.0
2021-01-06,31277,11294,3743,11683,3838,4703,36824.363281,75289433811.0
2021-01-07,38824,13073,4781,11312,4574,5893,39371.042969,84762141031.0
2021-01-08,41323,12136,4074,11622,3913,4576,40797.609375,88107519480.0
2021-01-09,32684,11351,3484,14040,3682,3492,40254.546875,61984162837.0
2021-01-10,30354,11568,3735,10631,3733,3941,38356.441406,79980747690.0
2021-01-11,39161,10438,3402,9820,3882,3858,35566.65625,123320567399.0
2021-01-12,35561,8834,2640,7191,3248,3170,33922.960938,74773277909.0
2021-01-13,36200,7922,2309,6352,2921,3011,37316.359375,69364315979.0
2021-01-14,39336,8182,2373,8451,3268,3178,39187.328125,63615990033.0
2021-01-15,34543,6979,1687,7012,2575,2468,36825.367188,67760757881.0
2021-01-16,29937,6927,1683,4813,2214,2206,36178.140625,57706187875.0
2021-01-17,26937,6315,1457,4205,2218,1918,35791.277344,52359854336.0
2021-01-18,22886,6220,1437,4080,2303,1953,36630.074219,49511702429.0
2021-01-19,22511,8623,1752,4848,2378,2090,36069.804688,57244195486.0
2021-01-20,18511,6996,1552,4489,2146,1987,35547.75,66834573161.0
2021-01-21,20415,6958,1359,4205,2319,2079,30825.699219,75643067688.0
2021-01-22,23452,5832,1937,4243,2537,2398,33005.761719,77207272511.0
2021-01-23,18124,5087,1543,3782,2162,1915,32067.642578,48354737975.0
2021-01-24,16868,6157,1365,3409,2249,2021,32289.378906,48643830599.0
2021-01-25,18589,7234,1486,3831,2500,2458,32366.392578,59897054838.0
2021-01-26,16840,5960,1442,3742,2328,2073,32569.849609,60255421470.0
2021-01-27,17658,5766,1356,5227,2253,2281,30432.546875,62576762015.0
2021-01-28,21374,7028,1821,68674,3582,3307,33466.097656,76517157706.0
2021-01-29,37777,9277,3978,318780,13320,7647,34316.386719,117894572511.0
2021-01-30,28302,8321,2805,113218,6525,3988,34269.523438,65141828798.0
2021-01-31,23922,7799,2301,63705,5618,3700,33114.359375,52754542671.0
2021-02-01,22522,7242,2177,52751,5523,3813,33537.175781,61400400660.0
2021-02-02,21140,8900,2214,30523,4286,3428,35510.289063,63088585433.0
2021-02-03,21409,11176,2510,31888,4650,3172,37472.089844,61166818159.0
2021-02-04,22911,11413,3006,82968,5892,3722,36926.066406,68838074392.0
2021-02-05,20365,10346,2430,61581,5254,3509,38144.308594,58598066402.0
2021-02-06,21211,9402,2673,59624,5247,3173,39266.011719,71326033653.0
2021-02-07,21301,9634,2638,125160,5522,3413,38903.441406,65500641143.0
2021-02-08,52147,12529,3592,143857,8085,5054,46196.464844,101467222687.0
2021-02-09,63691,13468,4045,86594,8467,5904,46481.105469,91809846886.0
2021-02-10,44938,11652,3505,53911,8118,4802,44918.183594,87301089896.0
2021-02-11,40053,10580,2862,43377,7151,4696,47909.332031,81388911810.0
2021-02-12,35509,9817,2827,34524,6075,4295,47504.851563,76555041196.0
2021-02-13,30374,9402,3915,28057,5617,4144,47105.515625,70250456155.0
2021-02-14,29969,9029,3476,25070,5384,3843,48717.289063,71248675228.0
2021-02-15,32253,9237,2965,34286,5631,3940,47945.058594,77069903166.0
2021-02-16,39196,9196,2772,30398,5596,4418,49199.871094,77049582886.0
2021-02-17,39615,9328,3171,24305,5695,4787,52149.007813,80820545404.0
2021-02-18,34127,11465,3160,23321,6926,5062,51679.796875,52054723579.0
2021-02-19,37709,11092,2828,20381,12075,4841,55888.132813,63495496918.0
2021-02-20,42413,12386,3194,19848,8995,5331,56099.519531,68145460026.0
2021-02-21,37726,10947,2774,19196,7831,4770,57539.945313,51897585191.0
2021-02-22,38688,10662,2599,18415,7086,5122,54207.320313,92052420332.0
2021-02-23,39086,10659,2402,17053,6049,4210,48824.425781,106102492824.0
2021-02-24,34430,9282,2115,19491,5568,3806,49705.332031,63695521388.0
2021-02-25,29078,9136,2220,19113,4964,5952,47093.851563,54506565949.0
2021-02-26,28172,8129,1755,13769,4394,4661,46339.761719,350967941479.0
2021-02-27,26804,8090,1577,13014,4251,3578,46188.453125,45910946382.0
2021-02-28,26728,8326,1720,11647,3993,3105,45137.769531,53443887451.0
2021-03-01,26209,8513,1758,12718,4255,3467,49631.242188,53891300112.0
2021-03-02,23099,8119,1654,13444,4174,3376,48378.988281,47530897720.0
2021-03-03,21178,7966,1854,10572,3861,3222,50538.242188,53220811975.0
2021-03-04,20273,7584,1571,10923,3825,2920,48561.167969,52343816680.0
2021-03-05,23968,7969,1369,11226,3291,2719,48927.304688,48625928883.0
2021-03-06,20644,7115,1269,10122,2897,2270,48912.382813,34363564661.0
2021-03-07,19495,7526,1441,9526,3163,2679,51206.691406,43137459378.0
2021-03-08,20180,8198,1496,14747,3368,2918,52246.523438,48597428048.0
2021-03-09,22159,9363,1593,13994,4104,3224,54824.117188,50912227385.0
2021-03-10,21564,8891,1606,12582,3998,3017,56008.550781,57295577614.0
2021-03-11,20134,9064,1446,10464,3959,2993,57805.121094,56772343595.0
2021-03-12,20523,10094,1737,10551,4433,3308,57332.089844,55689944702.0
2021-03-13,23537,9909,1913,11557,4427,3117,61243.085938,60669829814.0
2021-03-14,28552,9786,1891,15571,4472,3565,59302.316406,43901225564.0
2021-03-15,25319,9094,1705,12067,4950,3407,55907.199219,66419369890.0
2021-03-16,22490,10622,1522,11347,4370,3544,56804.902344,59749798599.0
2021-03-17,20265,8789,1361,8635,4336,3831,58870.894531,60258313191.0
2021-03-18,20216,9506,1492,10634,4358,3605,57858.921875,55746041000.0
2021-03-19,18465,7560,1279,8848,3894,2724,58346.652344,49063873786.0
2021-03-20,15983,7314,1433,9793,3692,2457,58313.644531,50361731222.0
2021-03-21,15402,7581,1285,7052,3651,2275,57523.421875,51943414539.0
2021-03-22,16910,10225,1285,8429,4073,2733,54529.144531,56521454974.0
2021-03-23,17107,8214,1210,7586,3848,2791,54738.945313,56435023914.0
2021-03-24,23756,10113,1110,8818,3806,3483,52774.265625,70567223787.0
2021-03-25,20848,7542,1730,7201,3293,2528,51704.160156,67999812841.0
2021-03-26,17157,7000,1509,7601,3092,2211,55137.3125,56652197978.0
2021-03-27,19446,6552,1071,4623,3012,2232,55973.511719,47266542233.0
2021-03-28,22469,6885,1213,4436,3427,2646,55950.746094,47686580918.0
